Sentence: 0	[subject, predicate, object, confidence level] 

 
Sentence: 403	[Lincoln,discussed,draft of Emancipation Proclamation,1.0]  

Sentence: 403	[Lincoln,discussed draft In,month,1.0]  

Sentence: 403	[Lincoln,discussed,draft,1.0]  

Sentence: 403	[Lincoln,discussed draft with,his cabinet,1.0]  

 
Sentence: 404	[he,stated In,it,1.0]  

Sentence: 404	[slaves,is in,Confederate states,1.0]  

Sentence: 404	[persons,held as,slaves in states,1.0]  

Sentence: 404	[persons,held,will free,1.0]  

Sentence: 404	[persons,held as,slaves in Confederate states,1.0]  

Sentence: 404	[persons,held as,slaves,1.0]  

Sentence: 404	[persons,held as,fit,1.0]  

Sentence: 404	[persons,held on,January 1 1863,1.0]  

Sentence: 404	[persons,held,will thenceforward free,1.0]  

 
Sentence: 405	[Lincoln,concluded at,point,1.0]  

Sentence: 405	[Lincoln,Privately concluded at,point,1.0]  

 
Sentence: 406	[emancipation,was block to,peace,1.0]  

Sentence: 406	[emancipation,was stumbling block to,peace,1.0]  

Sentence: 406	[emancipation,was,stumbling,1.0]  

Sentence: 406	[emancipation,was,block,1.0]  

Sentence: 406	[emancipation,was,stumbling block,1.0]  

 
Sentence: 407	[Lincoln,refuted directly,it,1.0]  

Sentence: 407	[Lincoln,refuted,it,1.0]  

Sentence: 407	[editor Horace Greeley,fell for,ploy,1.0]  

Sentence: 407	[Republican editor Horace Greeley,fell for,ploy,1.0]  

 
Sentence: 408	[Lincoln,stated,he said,1.0]  

 
Sentence: 409	[he,refers to,his duty,1.0]  

Sentence: 409	[he,explicitly refers to,his official duty,1.0]  

Sentence: 409	[he,explicitly refers to,his duty,1.0]  

Sentence: 409	[he,refers to,his official duty,1.0]  

 
Sentence: 410	[My paramount object,is in,struggle,1.0]  

Sentence: 410	[My paramount object,save,Union,1.0]  

Sentence: 410	[My object,save,Union,1.0]  

 
Sentence: 411	[I,would also do,that,1.0]  

Sentence: 411	[I,could save,Union,1.0]  

Sentence: 411	[I,freeing,some,1.0]  

Sentence: 411	[I,could save,it,1.0]  

Sentence: 411	[I,could save,it,1.0]  

Sentence: 411	[some,leaving,others,1.0]  

Sentence: 411	[some,leaving alone,others,1.0]  

 
Sentence: 412	[I,do,I believe,1.0]  

Sentence: 412	[colored race,do,I believe,1.0]  

Sentence: 412	[I,do,about slavery,1.0]  

Sentence: 412	[race,do,I believe,1.0]  

Sentence: 412	[I,do,slavery,1.0]  

 
Sentence: 413	[I,have here stated according to,my view of duty,0.27786230233670195]  

Sentence: 413	[I,have stated according to,my view of official duty,0.27786230233670195]  

Sentence: 413	[I,have here stated,my purpose,1.0]  

Sentence: 413	[I,have here stated according to,my view of official duty,0.27786230233670195]  

Sentence: 413	[I,have stated according to,my view,0.27786230233670195]  

Sentence: 413	[I,have stated,my purpose,1.0]  

Sentence: 413	[I,have here stated according to,my view,0.27786230233670195]  

Sentence: 413	[I,have stated according to,my view of duty,0.27786230233670195]  

 
Sentence: 414	[Union control,is in,two states,1.0]  

 
Sentence: 415	[Lincoln,spent at_time,next 100 days,1.0]  

Sentence: 415	[Lincoln,preparing nation for,emancipation,1.0]  

Sentence: 415	[Lincoln,spent at_time,100 days,1.0]  

Sentence: 415	[Democrats,rallied,their voters,1.0]  

Sentence: 415	[Lincoln,preparing,army,1.0]  

Sentence: 415	[Lincoln,preparing,nation,1.0]  

Sentence: 415	[Lincoln,preparing army for,emancipation,1.0]  

 
Sentence: 416	[slaves,were liberated,Union armies advanced south,0.8704347499380073]  

Sentence: 416	[slaves,were liberated,Union armies advanced,0.8704347499380073]  

Sentence: 416	[more slaves,were liberated,Union armies advanced,0.8704347499380073]  

Sentence: 416	[abolition,is in,rebel states,1.0]  

Sentence: 416	[more slaves,were liberated in,Confederate territory,0.8704347499380073]  

Sentence: 416	[abolition,Once became,objective,1.0]  

Sentence: 416	[slaves,were liberated in,territory,0.8704347499380073]  

Sentence: 416	[slaves,were liberated in,Confederate territory,0.8704347499380073]  

Sentence: 416	[more slaves,were,liberated,0.8704347499380073]  

Sentence: 416	[more slaves,were liberated in,territory,0.8704347499380073]  

Sentence: 416	[abolition,became,objective,1.0]  

Sentence: 416	[slaves,were,liberated,0.8704347499380073]  

Sentence: 416	[more slaves,were liberated,Union armies advanced south,0.8704347499380073]  

Sentence: 416	[liberated,were,freed,1.0]  

 
Sentence: 417	[Lincoln,has,comment on signing of Proclamation,1.0]  

Sentence: 417	[I,do signing,paper,1.0]  

 
Sentence: 418	[Lincoln,continued For,time,0.14913796371045707]  

 
 
Sentence: 420	[president,has,Proclamation,1.0]  

Sentence: 420	[Emancipation,was,announced,1.0]  

Sentence: 420	[13 Republican governors,met,announced,1.0]  

Sentence: 420	[Republican governors,met,announced,1.0]  

Sentence: 420	[Republican governors,met at,War Governors ' Conference,1.0]  

Sentence: 420	[they,suggested,removal of General George B.,1.0]  

Sentence: 420	[13 Republican governors,met at,War Governors ' Conference,1.0]  

 
 
Sentence: 422	[former slaves,is in,military,1.0]  

 
Sentence: 423	[Lincoln,recruit,troops,1.0]  

Sentence: 423	[Lincoln,was ready By,spring of 1863,1.0]  

Sentence: 423	[Lincoln,recruit troops in,numbers,1.0]  

Sentence: 423	[Lincoln,was ready By,spring,1.0]  

Sentence: 423	[Lincoln,was,ready,1.0]  

Sentence: 423	[Lincoln,recruit troops in,token numbers,1.0]  

Sentence: 423	[Lincoln,recruit,black troops,1.0]  

 
Sentence: 424	[him,governor of,Tennessee,0.9308498283104667]  

Sentence: 424	[governor,encouraging,him,1.0]  

Sentence: 424	[military governor,encouraging,him,1.0]  

Sentence: 424	[him,military governor of,Tennessee,0.9308498283104667]  

 
Sentence: 425	[General Lorenzo Thomas,had recruited,20 regiments,1.0]  

Sentence: 425	[General Lorenzo Thomas,had recruited,20 regiments of blacks,1.0]  

Sentence: 425	[Lincoln,at,direction,1.0]  

 
Sentence: 426	[Frederick Douglass,once observed of,Lincoln,1.0]  

Sentence: 426	[Frederick Douglass,observed of,Lincoln,1.0]  

 
 
Sentence: 428	[Lincoln,maintained,base,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory at Battle,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory in July 1863,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory at Battle in July 1863,1.0]  

Sentence: 428	[Copperheads,is in,Ohio election,1.0]  

Sentence: 428	[Lincoln,maintained,base of party support,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory at Battle,1.0]  

Sentence: 428	[great Union victory,is in,July 1863,1.0]  

Sentence: 428	[defeat,is in,fall,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory in July 1863,1.0]  

Sentence: 428	[Lincoln,maintained,strong base,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory at Battle in July 1863,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory at Battle of Gettysburg in July 1863,1.0]  

Sentence: 428	[Lincoln,was,strong,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory at Battle of Gettysburg,1.0]  

Sentence: 428	[Lincoln,maintained base With,great Union victory at Battle of Gettysburg,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory at Battle of Gettysburg in July 1863,1.0]  

Sentence: 428	[Lincoln,maintained,strong base of party support,1.0]  

Sentence: 428	[Lincoln,maintained base With,Union victory,1.0]  

 
Sentence: 429	[stage,was set for,his address,1.0]  

Sentence: 429	[stage,was set for,his address on November 19 1863,1.0]  

Sentence: 429	[stage,was,set,1.0]  

Sentence: 429	[stage,was set for,his address at Gettysburg battlefield cemetery on November 19 1863,1.0]  

Sentence: 429	[stage,was set for,his address at Gettysburg battlefield cemetery,1.0]  

 
Sentence: 430	[Address,quoted speech in,American history,1.0]  

Sentence: 430	[Address,became,quoted speech,1.0]  

Sentence: 430	[Address,speech in,history,1.0]  

Sentence: 430	[Address,became,speech,1.0]  

Sentence: 430	[Address,became,most quoted speech in history,1.0]  

Sentence: 430	[Address,became,quoted speech in history,1.0]  

Sentence: 430	[Address,Defying,Lincoln 's prediction,1.0]  

Sentence: 430	[quoted speech,is in,American history,1.0]  

Sentence: 430	[Address,most quoted speech in,history,1.0]  

Sentence: 430	[Address,became,most quoted speech,1.0]  

Sentence: 430	[Lincoln,has,prediction,1.0]  

Sentence: 430	[Address,most quoted speech in,American history,1.0]  

Sentence: 430	[Address,became,speech in history,1.0]  

Sentence: 430	[Address,became,quoted speech in American history,1.0]  

Sentence: 430	[Address,became,most quoted speech in American history,1.0]  

Sentence: 430	[Address,quoted speech in,history,1.0]  

Sentence: 430	[Address,became,speech in American history,1.0]  

Sentence: 430	[Address,speech in,American history,1.0]  

 
 
Sentence: 432	[He,defined,war,1.0]  

Sentence: 432	[He,defined war as,effort dedicated to principles of liberty,1.0]  

Sentence: 432	[He,defined war as,effort dedicated to principles of liberty for all,1.0]  

Sentence: 432	[He,defined war as,effort dedicated,1.0]  

Sentence: 432	[He,defined war as,effort,1.0]  

Sentence: 432	[He,defined war as,effort dedicated to principles for all,1.0]  

Sentence: 432	[He,defined war as,effort dedicated for all,1.0]  

Sentence: 432	[He,defined war as,effort dedicated to principles,1.0]  

 
Sentence: 433	[emancipation,was,part,1.0]  

Sentence: 433	[emancipation,was now part of,national war effort,1.0]  

Sentence: 433	[emancipation,was now part of,war effort,1.0]  

Sentence: 433	[emancipation,was,now part,1.0]  

Sentence: 433	[emancipation,was part of,national war effort,1.0]  

Sentence: 433	[emancipation,was part of,war effort,1.0]  

Sentence: 433	[slaves,emancipation of was,part,1.0]  

Sentence: 433	[slaves,emancipation of was,now part,1.0]  

 
 
Sentence: 435	[new birth,is in,nation,1.0]  

Sentence: 435	[Civil War,had,profound objective,1.0]  

Sentence: 435	[Civil War,had,objective,1.0]  

 
Sentence: 436	[Generals Sherman,persuaded,Lincoln,0.999630736869139]  

Sentence: 436	[Generals Sherman,persuaded Lincoln,left,0.999630736869139]  

Sentence: 436	[Lincoln,continued passivity of,Army of Potomac,0.9723568450633489]  

Sentence: 436	[Lincoln,continued passivity of,Army,0.9723568450633489]  

Sentence: 436	[Meade,has,failure capture,1.0]  

Sentence: 436	[1868 painting,is in,March 1865,1.0]  

Sentence: 436	[Lincoln,passivity of,Army of Potomac,0.9723568450633489]  

Sentence: 436	[change,was,needed,1.0]  

Sentence: 436	[Lincoln,passivity of,Army,0.9723568450633489]  

Sentence: 436	[change,is in,command,1.0]  

Sentence: 436	[Lee,has,army,1.0]  

 
Sentence: 437	[General Ulysses S. Grant,has,victories at Battle of Shiloh in Vicksburg campaign,1.0]  

Sentence: 437	[General Ulysses S. Grant 's victories,is in,Vicksburg campaign,1.0]  

Sentence: 437	[Grant,head,Union Army,0.824782423216193]  

 
Sentence: 438	[Lincoln,Responding to,criticism,1.0]  

Sentence: 438	[Lincoln,Responding to,criticism of Grant after Shiloh,1.0]  

Sentence: 438	[Lincoln,Responding to,criticism after Shiloh,1.0]  

Sentence: 438	[Lincoln,Responding to,criticism of Grant,1.0]  

 
 
Sentence: 440	[Lincoln,felt With,Grant,1.0]  

Sentence: 440	[Lincoln,felt With,Grant in command,1.0]  

Sentence: 440	[series,is in,multiple theaters,1.0]  

Sentence: 440	[Grant,is in,command,1.0]  

Sentence: 440	[Lincoln,have,commander,1.0]  

Sentence: 440	[Lincoln,have,top commander,1.0]  

 
Sentence: 441	[Grant,considering candidacy,McClellan was,1.0]  

Sentence: 441	[Lincoln,was,Nevertheless concerned,1.0]  

Sentence: 441	[Lincoln,was,concerned,1.0]  

Sentence: 441	[Grant,considering candidacy in,1864,1.0]  

Sentence: 441	[Grant,candidacy for,President,0.6074444823827109]  

Sentence: 441	[Grant,considering,candidacy for President,1.0]  

Sentence: 441	[Grant,considering,candidacy,1.0]  

 
Sentence: 442	[Senate Grant,to,promotion,1.0]  

Sentence: 442	[Lincoln,being,assured,1.0]  

Sentence: 442	[he,had,none,1.0]  

Sentence: 442	[Grant,into,political intentions,1.0]  

 
Sentence: 443	[He,obtained,Congress 's consent,1.0]  

Sentence: 443	[Congress,has,consent,1.0]  

Sentence: 443	[He,reinstate for,Grant rank,1.0]  

 
Sentence: 444	[Grant,waged,his bloody Overland Campaign,1.0]  

Sentence: 444	[Grant,waged,his Overland Campaign,1.0]  

 
 
Sentence: 446	[forces,had,almost high,0.13639296953285807]  

Sentence: 446	[forces,had,high as Union forces,0.13639296953285807]  

Sentence: 446	[they,had,advantage fighting,1.0]  

Sentence: 446	[Confederate forces,had,as high,0.13639296953285807]  

Sentence: 446	[forces,had,almost as high,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,almost as high as Union forces,0.13639296953285807]  

Sentence: 446	[forces,had,almost high as Union forces,0.13639296953285807]  

Sentence: 446	[forces,had,almost as high as Union forces,0.13639296953285807]  

Sentence: 446	[they,had,advantage fighting on defensive,1.0]  

Sentence: 446	[they,Even had,advantage fighting,1.0]  

Sentence: 446	[forces,had,as high as Union forces,0.13639296953285807]  

Sentence: 446	[they,Even had,advantage fighting on defensive,1.0]  

Sentence: 446	[forces,had,high,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,almost high,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,high,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,almost as high,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,as high as Union forces,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,almost high as Union forces,0.13639296953285807]  

Sentence: 446	[Confederate forces,had,high as Union forces,0.13639296953285807]  

Sentence: 446	[forces,had,as high,0.13639296953285807]  

 
Sentence: 447	[casualty figures,alarmed,North,1.0]  

Sentence: 447	[general,were,replied,0.24376623227344607]  

Sentence: 447	[it,takes at_time,summer,1.0]  

Sentence: 447	[I,fight out,it,1.0]  

Sentence: 447	[Grant,had lost,third,1.0]  

Sentence: 447	[Grant 's plans,were,to which replied,0.24376623227344607]  

Sentence: 447	[Grant 's plans,were,replied,0.24376623227344607]  

Sentence: 447	[Grant,has,plans,1.0]  

Sentence: 447	[general,were,to which replied,0.24376623227344607]  

Sentence: 447	[high casualty figures,alarmed,North,1.0]  

Sentence: 447	[Grant,had lost,third of his army,1.0]  

 
Sentence: 448	[Lee 's army,so shrank with,costly battle,1.0]  

Sentence: 448	[Lee 's army,shrank with,costly battle,1.0]  

Sentence: 448	[Lee,has,army,1.0]  

Sentence: 448	[Confederacy,lacked,reinforcements,1.0]  

 
Sentence: 449	[Grant 's army,forcing,siege,1.0]  

Sentence: 449	[Grant 's army,forcing trench warfare outside,Petersburg,1.0]  

Sentence: 449	[Grant 's army,forcing,trench warfare,1.0]  

Sentence: 449	[Grant 's army,forcing siege outside,Virginia,1.0]  

Sentence: 449	[Grant 's army,forcing trench warfare outside,Virginia,1.0]  

Sentence: 449	[Grant 's army,forcing siege outside,Petersburg,1.0]  

Sentence: 449	[Grant,has,army,1.0]  

 
Sentence: 450	[Lincoln,made,visit,1.0]  

Sentence: 450	[Lincoln,made,visit to Grant 's headquarters,1.0]  

Sentence: 450	[Lincoln,made,extended visit to Grant 's headquarters at City Point,1.0]  

Sentence: 450	[Lincoln,made,visit to Grant 's headquarters at City Point,1.0]  

Sentence: 450	[Lincoln,made,extended visit,1.0]  

Sentence: 450	[Lincoln,made,extended visit to Grant 's headquarters,1.0]  

Sentence: 450	[Grant,to,headquarters at City Point,1.0]  

 
Sentence: 451	[Sherman,managed,hasty visit,1.0]  

Sentence: 451	[Sherman,managed visit from,his position in North Carolina,1.0]  

Sentence: 451	[his position,is in,North Carolina,1.0]  

Sentence: 451	[Sherman,managed visit to,Grant,1.0]  

Sentence: 451	[Sherman,coincidentally managed visit to,Grant,1.0]  

Sentence: 451	[president,confer with,Grant,1.0]  

Sentence: 451	[president,confer in,person,1.0]  

Sentence: 451	[Sherman,coincidentally managed visit from,his position in North Carolina,1.0]  

Sentence: 451	[Sherman,coincidentally managed visit from,his position,1.0]  

Sentence: 451	[Sherman,coincidentally managed,visit,1.0]  

Sentence: 451	[Sherman,coincidentally managed,hasty visit,1.0]  

Sentence: 451	[Sherman,managed visit from,his position,1.0]  

Sentence: 451	[president,confer about,hostilities,1.0]  

Sentence: 451	[Sherman,managed,visit,1.0]  

 
Sentence: 452	[Republican Party,mobilized,support for draft,1.0]  

Sentence: 452	[Lincoln,mobilized,support for draft,1.0]  

Sentence: 452	[Lincoln,mobilized,support,1.0]  

Sentence: 452	[Republican Party,mobilized,support,1.0]  

Sentence: 452	[Lincoln,mobilized support throughout,North,1.0]  

Sentence: 452	[Republican Party,mobilized support throughout,North,1.0]  

Sentence: 452	[Republican Party,replaced,Union losses,1.0]  

 
Sentence: 453	[South 's morale,weaken,its economic ability continue,1.0]  

Sentence: 453	[Grant,target,infrastructure-such,1.0]  

Sentence: 453	[Grant,target infrastructure-such as,plantations,1.0]  

Sentence: 453	[South,has,morale,1.0]  

Sentence: 453	[Lincoln,authorized,Grant,1.0]  

Sentence: 453	[Grant,target,Confederate infrastructure-such,1.0]  

Sentence: 453	[South 's morale,weaken,its ability continue,1.0]  

 
Sentence: 454	[Grant 's move,resulted in,obstruction of three railroads,1.0]  

Sentence: 454	[Grant 's move,resulted in,obstruction,1.0]  

Sentence: 454	[Grant,has,move to Petersburg,1.0]  

Sentence: 454	[Grant 's move,resulted in,obstruction of three railroads between Richmond,1.0]  

 
Sentence: 455	[Philip Sheridan,destroy,towns,1.0]  

Sentence: 455	[strategy,allowed,Philip Sheridan,1.0]  

Sentence: 455	[plantations,is in,Virginia 's Shenandoah Valley,1.0]  

Sentence: 455	[Virginia,in,Shenandoah Valley,1.0]  

Sentence: 455	[strategy,allowed,Generals Sherman,1.0]  

Sentence: 455	[Philip Sheridan,destroy,plantations,1.0]  

Sentence: 455	[towns,plantations in,Virginia 's Shenandoah Valley,0.6608515248412287]  

Sentence: 455	[Philip Sheridan,destroy,plantations in Virginia 's Shenandoah Valley,1.0]  

 
Sentence: 456	[commanders,defeat of,Confederate armies,1.0]  

Sentence: 456	[commanders,rather defeat of,Confederate armies,1.0]  

Sentence: 456	[damage,caused to,Sea,0.4862362775657561]  

Sentence: 456	[Sherman,by,March,1.0]  

Sentence: 456	[his commanders,defeat of,armies,1.0]  

Sentence: 456	[his commanders,rather defeat of,Confederate armies,1.0]  

Sentence: 456	[damage,caused in,1864,0.4862362775657561]  

Sentence: 456	[his commanders,defeat of,Confederate armies,1.0]  

Sentence: 456	[his commanders,rather defeat of,armies,1.0]  

Sentence: 456	[damage,caused to,Sea Georgia,0.4862362775657561]  

Sentence: 456	[commanders,rather defeat of,armies,1.0]  

Sentence: 456	[damage,caused by,Sherman March,0.4862362775657561]  

Sentence: 456	[commanders,defeat of,armies,1.0]  

 
 
 
Sentence: 459	[series,is in,North,1.0]  

 
Sentence: 460	[Early,During,raid on Washington,1.0]  

 
Sentence: 461	[you,get,shot,1.0]  

Sentence: 461	[Lincoln,was watching combat in,1864,1.0]  

Sentence: 461	[Captain Oliver Wendell Holmes,shouted at,him,1.0]  

Sentence: 461	[Lincoln,was watching combat from,exposed position,1.0]  

Sentence: 461	[Lincoln,was watching combat from,position,1.0]  

Sentence: 461	[Lincoln,was watching,combat,1.0]  

 
Sentence: 462	[Sheridan,was,appointed,1.0]  

Sentence: 462	[threat,was,dispatched,1.0]  

 
Sentence: 463	[Grant,wear down,Lee 's forces,1.0]  

Sentence: 463	[Lee,has,forces,1.0]  

Sentence: 463	[efforts,discuss,peace,0.7421602206262534]  

 
Sentence: 464	[Confederate Vice President Stephens,led,group,1.0]  

Sentence: 464	[Vice President Stephens,led,group,1.0]  

Sentence: 464	[group,meet with,Lincoln,1.0]  

Sentence: 464	[group,meet at,Hampton Roads,1.0]  

 
Sentence: 465	[Lincoln,allow,negotiation with Confederacy,1.0]  

 
Sentence: 466	[Grant,nearly encircled,Petersburg,1.0]  

Sentence: 466	[Confederate government,evacuated,Richmond,1.0]  

Sentence: 466	[Lee,has,forces,1.0]  

Sentence: 466	[Grant,successfully outflanked,Lee 's forces,1.0]  

Sentence: 466	[Grant,outflanked,Lee 's forces,1.0]  

Sentence: 466	[Grant,encircled,Petersburg,1.0]  

Sentence: 466	[government,evacuated,Richmond,1.0]  

 
Sentence: 467	[Lincoln,visited,capital,1.0]  

Sentence: 467	[Lincoln,later visited,vanquished capital,1.0]  

Sentence: 467	[Lincoln,visited,vanquished Confederate capital,1.0]  

Sentence: 467	[he,walked through,city,1.0]  

Sentence: 467	[Lincoln,later visited,vanquished Confederate capital,1.0]  

Sentence: 467	[Lincoln,visited,Confederate capital,1.0]  

Sentence: 467	[Lincoln,visited,vanquished capital,1.0]  

Sentence: 467	[Lincoln,later visited,capital,1.0]  

Sentence: 467	[Lincoln,later visited,Confederate capital,1.0]  

 
Sentence: 468	[Lee,surrendered at,Appomattox,1.0]  

Sentence: 468	[Lee surrendered,was,effectively over,1.0]  

Sentence: 468	[Lee surrendered,was,over,1.0]  

Sentence: 468	[Lee,surrendered to,Grant,1.0]  

Sentence: 468	[Lee,surrendered On,April 9,1.0]  

 
 
Sentence: 470	[jpg BEP,engraved,portrait,1.0]  

Sentence: 470	[jpg BEP,engraved portrait as,President,1.0]  

Sentence: 470	[jpg BEP,engraved,portrait of Lincoln,1.0]  

 
 
Sentence: 472	[Lincoln,was,master politician,1.0]  

Sentence: 472	[factions,bringing in,War Democrats,1.0]  

Sentence: 472	[main factions,bringing in,War Democrats,1.0]  

 
 
Sentence: 474	[using,build support for,his own policies,1.0]  

Sentence: 474	[factions,talking to,politicians,0.9537117190276149]  

Sentence: 474	[Lincoln,spent at_time,hours week,1.0]  

Sentence: 474	[Lincoln,spent at_time,many hours week,1.0]  

Sentence: 474	[using,factions of,his party,0.8700306513791329]  

Sentence: 474	[using,build,support,1.0]  

Sentence: 474	[using,talking to,politicians,0.9528146608205407]  

Sentence: 474	[his patronage,expanded over,peacetime-to,1.0]  

Sentence: 474	[factions,talking from,from land,0.9537117190276149]  

Sentence: 474	[using,talking from,from land,0.9528146608205407]  

Sentence: 474	[using,build support for,his policies,1.0]  

Sentence: 474	[his patronage,powers-greatly expanded over,peacetime-to,1.0]  

 
Sentence: 475	[Republican Party,selected Johnson At,its 1864 convention,1.0]  

Sentence: 475	[Republican Party,selected,War Democrat from Southern state of Tennessee,1.0]  

Sentence: 475	[Johnson,Democrat from,Southern state of Tennessee,1.0]  

Sentence: 475	[Republican Party,selected Johnson as,his mate,1.0]  

Sentence: 475	[Republican Party,selected Johnson as,his running mate,1.0]  

Sentence: 475	[Republican Party,selected,War Democrat,1.0]  

Sentence: 475	[Republican Party,selected,Johnson,1.0]  

Sentence: 475	[Republican Party,selected,War Democrat from Southern state,1.0]  

 
 
Sentence: 477	[Lincoln,be,defeated,1.0]  

Sentence: 477	[President,on,re-election prospects,1.0]  

Sentence: 477	[Grant 's spring campaigns,turned into,stalemates,1.0]  

Sentence: 477	[Grant 's spring campaigns,turned into,bloody stalemates,1.0]  

Sentence: 477	[lack,wore heavily on,President 's re-election prospects,1.0]  

Sentence: 477	[lack,wore on,President 's re-election prospects,1.0]  

Sentence: 477	[Grant,has,1864 spring campaigns,1.0]  

Sentence: 477	[Grant 's 1864 spring campaigns,turned into,stalemates,1.0]  

Sentence: 477	[Grant 's 1864 spring campaigns,turned into,bloody stalemates,1.0]  

 
Sentence: 478	[he,turning over,White House,1.0]  

Sentence: 478	[Lincoln,Sharing,fear,1.0]  

Sentence: 478	[he,should lose,election,1.0]  

Sentence: 478	[Lincoln,wrote,pledge,1.0]  

Sentence: 478	[he,defeat,Confederacy,1.0]  

Sentence: 478	[he,still defeat,Confederacy,1.0]  

 
Sentence: 479	[it,seems as for,days,1.0]  

Sentence: 479	[it,seems at_time,morning,1.0]  

Sentence: 479	[it,seems as for,days past,1.0]  

 
Sentence: 480	[it,so co-operate,President elect,1.0]  

Sentence: 480	[it,will,Then will my duty,1.0]  

Sentence: 480	[it,co-operate,President elect,1.0]  

Sentence: 480	[it,will,will my duty,1.0]  

 
 
Sentence: 482	[electoral landslide,is in,1864 election,1.0]  

Sentence: 482	[platform,followed,Peace wing,1.0]  

Sentence: 482	[Democratic platform,followed,Peace wing,1.0]  

Sentence: 482	[electoral landslide,is in,play Lincoln 's second inaugural address at almost completed Capitol,1.0]  

Sentence: 482	[electoral landslide,is in,red,1.0]  

Sentence: 482	[platform,called,war failure,1.0]  

Sentence: 482	[Democratic platform,called,war failure,1.0]  

Sentence: 482	[their,candidate,General George B.,1.0]  

Sentence: 482	[platform,followed,Peace wing of party,1.0]  

Sentence: 482	[Democratic platform,followed,Peace wing of party,1.0]  

 
Sentence: 483	[McClellan,repudiated,platform,1.0]  

Sentence: 483	[McClellan,supported,war,1.0]  

 
Sentence: 484	[its support,is in,war effort,1.0]  

Sentence: 484	[Lincoln,provided Grant with,more troops,1.0]  

Sentence: 484	[Lincoln,mobilized,his party,1.0]  

Sentence: 484	[Lincoln,provided Grant with,troops,1.0]  

 
Sentence: 485	[Sherman 's capture,ended,defeatist jitters,1.0]  

Sentence: 485	[Democratic Party,was,deeply split,1.0]  

Sentence: 485	[Sherman 's capture,ended,jitters,1.0]  

Sentence: 485	[Democratic Party,was,split,1.0]  

Sentence: 485	[Sherman,has,capture of Atlanta in September,1.0]  

Sentence: 485	[David Farragut,has,capture of Mobile,1.0]  

Sentence: 485	[Sherman 's capture,is in,September,1.0]  

 
Sentence: 486	[perfidy,emancipation,central issue,0.3185133566959059]  

Sentence: 486	[state parties,stressed,perfidy,1.0]  

Sentence: 486	[state Republican parties,stressed,perfidy,1.0]  

Sentence: 486	[state parties,stressed,perfidy of Copperheads,1.0]  

Sentence: 486	[state Republican parties,stressed,perfidy of Copperheads,1.0]  

Sentence: 486	[perfidy,emancipation,issue,0.3185133566959059]  

Sentence: 486	[National Union Party,was united,Lincoln made,1.0]  

Sentence: 486	[National Union Party,was,united,1.0]  

Sentence: 486	[National Union Party,was united By,contrast,1.0]  

 
Sentence: 487	[Lincoln,receiving,78 percent of vote,1.0]  

Sentence: 487	[Lincoln,receiving,78 percent of Union soldiers ' vote,1.0]  

 
Sentence: 488	[Lincoln,delivered,his second address,1.0]  

Sentence: 488	[Lincoln,delivered,his inaugural address,1.0]  

Sentence: 488	[Lincoln,delivered,his second inaugural address,1.0]  

Sentence: 488	[Lincoln,delivered,his address,1.0]  

 
Sentence: 489	[he,deemed,casualties on sides,1.0]  

Sentence: 489	[he,deemed,high casualties on sides,1.0]  

Sentence: 489	[he,deemed In,it,0.08129253954516702]  

Sentence: 489	[God,has,will,1.0]  

Sentence: 489	[he,deemed,God 's will,0.08129253954516702]  

 
Sentence: 490	[it,ranks among,handful of semi-sacred texts,1.0]  

Sentence: 490	[Americans,conceive,their place,1.0]  

Sentence: 490	[it,ranks among,handful of texts,1.0]  

Sentence: 490	[it,ranks among,small handful of semi-sacred texts,1.0]  

